,pag_pt,pag_en,type_pt,type_en,equipment_pt,equipment_en,problem_pt,problem_en,cause_pt,cause_en,action_pt,action_en, _pt, _en
497,127,127,Elétrica,Electrical,Contato elétrico,Electrical contacts,Soldagem dos contatos,Welding of the contacts,Sobrecurso e/ou força de contato muito baixos,Overtravel and/or contact force too low,Ajustar o sobrecurso conforme necessário; Substituir os contatos e as molas de contato conforme necessário para corrigir o defeito,"Adjust the overtravel as necessary; Replace the contacts, and replace the contact springs as required to correct the defect", , 
498,127,127,Elétrica,Electrical,Contato elétrico,Electrical contacts,Soldagem dos contatos,Welding of the contacts,Saltos nos contatos durante o fechamento,Contact bouncing on closing,Corrigir a condição de sobretensão da bobina; Corrigir quaisquer defeitos mecânicos,Correct the coil overvoltage condition; Correct any mechanical defects, , 
499,128,128,Elétrica,Electrical,Contato elétrico,Electrical contacts,Soldagem dos contatos (continuação),Welding of the contacts (continued),Má alinhamento dos contatos,Poor contact alignment,Ajustar os contatos para tocarem simultaneamente dentro de 1/32 polegadas ou de acordo com as especificações do fabricante,Adjust contacts to touch simultaneously within 1/32' or to the manufacturer's specifications, , 
500,128,128,Elétrica,Electrical,Contato elétrico,Electrical contacts,Soldagem dos contatos (continuação),Welding of the contacts (continued),Ciclo de partida muito severo,Jogging duty too severe,Reduzir o ciclo de partida; Utilizar um contato maior,Reduce the jogging cycle; Use a larger contactor, , 
501,128,128,Elétrica,Electrical,Contato elétrico,Electrical contacts,Soldagem dos contatos (continuação),Welding of the contacts (continued),Corrente de partida excessiva,Excessive inrush current,Reajustar o tempo de aceleração ou a sequência de operação; Utilizar um contato maior,Readjust the accelerating time or the operating sequence; Use a larger contactor, , 
502,128,128,Elétrica,Electrical,Contato elétrico,Electrical contacts,Soldagem dos contatos (continuação),Welding of the contacts (continued),Vibração na montagem do motor de partida,Vibration in the starter mounting,Isolar o motor de partida contra choques; Fornecer um suporte mais rígido para o motor de partida,Insulate the starter from shock; Provide a more rigid support for the starter, , 
503,128,128,Elétrica,Electrical,Contato elétrico,Electrical contacts,Vida útil curta dos contatos,Shorter contact life,Força de contato baixa,Low contact force,"Ajustar o sobrecurso, substituir os contatos, substituir as molas de contato e ajustar a força de contato correta conforme necessário","Adjust the overtravel, replace the contacts, replace the contact springs, and set them to the correct contact force as necessary", , 
504,128,128,Elétrica,Electrical,Contato elétrico,Electrical contacts,Vida útil curta dos contatos (continuação),Shorter contact life,Saltos nos contatos durante a abertura ou o fechamento,Contact bouncing on opening or closing,Corrigir a condição de sobretensão da bobina; Corrigir quaisquer defeitos mecânicos,Correct the coil overvoltage condition; Correct any mechanical defects, , 
505,129,129,Elétrica,Electrical,Contato elétrico,Electrical contacts,Vida útil curta dos contatos (continuação),Shorter contact life (continued),Poeira abrasiva nos contatos,Abrasive dust on the contacts,Limpar e alisar as superfícies de contato em um ambiente livre de poeira; Atenção: não utilizar lixa d'água para limpar e alisar as superfícies de contato; Utilizar lixa de vidro ou uma lima diamantada,Clean and dress the contact faces in a dust-free environment; Caution: do not use an emery cloth to clean and dress the contact faces; Use glasspaper or a diamond file, , 
506,129,129,Elétrica,Electrical,Contato elétrico,Electrical contacts,Vida útil curta dos contatos (continuação),Shorter contact life (continued),Corrente de carga muito alta,Load current too high,Reduzir a carga; Utilizar um contato maior,Reduce the load; Use a larger contactor, , 
507,129,129,Elétrica,Electrical,Contato elétrico,Electrical contacts,Vida útil curta dos contatos (continuação),Shorter contact life (continued),Ciclo de partida muito severo,Jogging cycle too severe,Reduzir o ciclo de partida; Utilizar um contato maior,Reduce the jogging cycle; Use a larger contactor, , 
508,129,129,Elétrica,Electrical,Contato elétrico,Electrical contacts,Vida útil curta dos contatos (continuação),Shorter contact life (continued),Contator imerso em óleo sendo usado em vez de um contator a ar,Oil-immersed contactor being used instead of an air breaker contactor,Substituir por um contator a ar; Observação: um contator a ar pode ter uma vida útil dos contatos de 10 a 20 vezes maior do que um contator imerso em óleo com a mesma capacidade,Replace with an air breaker contactor; Note: an air breaker contactor may have 10 to 20 times longer contact life than an oil-immersed contactor of equal rating, , 
509,130,130,Elétrica,Electrical,Disjuntor de caixa moldada,Electric molded case breakers,Superaquecimento térmico frequente,Frequent thermal nipping,Corrente excessiva,Excessive current,O disjuntor pode estar operando corretamente e desarmar devido a uma sobrecarga; Solicite a um eletricista para verificar se a corrente está acima da capacidade de disparo térmico do disjuntor,The breaker may be operating properly and clearing an overload; Have an electrician check to see if the current is in excess of the thermal trip rating, , 
510,130,130,Elétrica,Electrical,Disjuntor de caixa moldada,Electric molded case breakers,Superaquecimento térmico frequente,Frequent thermal nipping,Terminais apertados incorretamente na base do disjuntor,Terminals improperly torqued to the base of the breaker,Faça uma inspeção visual no disjuntor em busca de descoloração que possa indicar conexões soltas; Peça aos eletricistas para apertar corretamente as conexões de acordo com o torque correto,Visually inspect the breaker for discoloration that would indicate loose connections; Have electricians torque the connections to the correct setpoint, , 
511,131,131,Elétrica,Electrical,Disjuntor de caixa moldada,Electric molded case breakers,Desarme térmico frequente (continuação),Frequent thermal tripping (continued),Cabo apertado incorretamente no terminal,Cable improperly torqued in terminal,Faça uma inspeção visual no disjuntor em busca de descoloração que possa indicar conexões soltas; Peça aos eletricistas para verificar e apertar corretamente as conexões; Observação: vibrações da máquina podem fazer com que os cabos afrouxem e também podem causar o fluxo a frio quando são utilizados cabos de alumínio; O fluxo a frio se refere à contração do alumínio quando a linha está esfriando após a remoção da carga; Essa contração às vezes pode fazer com que as conexões afrouxem,Visually inspect the breaker for discoloration that would indicate loose connections; Have the electricians check and correctly tighten the connections; Note: machine vibrations can cause cables to loosen and can also cause cold flow when aluminum cables are used; Cold flow refers to the contraction of the aluminum when the line is cooling down after the load is removed; This shrinkage can sometimes cause the connections to loosen, , 
512,132,132,Elétrica,Electrical,Disjuntor de caixa moldada,Electric molded case breakers,Desarme térmico frequente (continuação),Frequent thermal tripping (continued),Tamanho do fio incorreto,Improper wire size,"Substitua pelo fio com o tamanho correto; Observação: como o cabo atua como dissipador de calor e transporta o calor para longe do disjuntor, o tamanho correto do fio é importante","Replace with the correct size wire; Note: since the cable acts as a heat sink and carries heat away from the breaker, the proper wire size is important", , 
513,132,132,Elétrica,Electrical,Disjuntor de caixa moldada,Electric molded case breakers,Desarme térmico frequente (continuação),Frequent thermal tripping (continued),Temperatura ambiente muito alta,Ambient temperature too high,"Se a temperatura flutuar e frequentemente exceder 60 °c, instale um disjuntor de compensação de temperatura ambiente","If the temperature fluctuates and frequently exceeds 140 °f, install an ambient compensating breaker", , 
514,133,133,Elétrica,Electrical,Disjuntor de caixa moldada,Electric molded case breakers,Desarme térmico frequente (continuação),Frequent thermal tripping (continued),Unidade de disparo apertada incorretamente na base,Trip unit improperly torqued to base,"Remova a unidade de disparo da base e inspecione-a em busca de descoloração; Reinstale a unidade de disparo e aperte-a na base de acordo com as configurações projetadas fornecidas com cada unidade; Observação: uma cor vermelho vivo brilhante indica uma temperatura de aproximadamente 790 °c para a unidade de disparo; Se a unidade sofreu danos térmicos, ela deve ser substituída","Remove the trip unit from the base, and inspect it for discoloration; Reinstall the trip unit, and torque it to the base in accordance with the designed settings that come with each unit; Note: a bright cherry red color indicates a temperature of approximately 1,450 °f for the trip unit; If the unit has experienced thermal damage, then it must be replaced", , 
515,133,133,Elétrica,Electrical,Disjuntor de caixa moldada,Electric molded case breakers,Desarme magnético do disjuntor,Breaker tripping magnetically,Corrente de partida alta do motor,High inrush current from the motor,Ajuste a configuração do disparo magnético para o próximo nível mais alto ou até que o disjuntor não desarme ao ligar o motor,Adjust the magnetic trip rating to the next higher setting or until the breaker does not trip when the motor is started, , 
516,134,134,Elétrica,Electrical,Disjuntor de caixa moldada,Electric molded case breakers,Desarme magnético do disjuntor (continuação),Breaker tripping magnetically (continued),Disjuntor testado com tipo incorreto de teste de campo,Breaker tested with incorrect type of field testing,"Repita o teste usando um teste de impulso de seis ciclos; Observação: um aumento lento ou gradual na corrente até atingir a faixa de disparo resulta no disjuntor desarmar em um valor inferior ao indicado na unidade de disparo; Deve-se utilizar um teste de impulso de seis ciclos, que é a forma como os disjuntores são calibrados na fábrica","Retest, using a six-cycle impulse test; Note: a slow or gradual increase in current until the trip range is reached results in the breaker tripping at a lower value than that indicated on the trip unit; A six-cycle impulse test should be used; This is how the breakers are calibrated at the factory", , 
517,135,135,Elétrica,Electrical,Disjuntor de caixa moldada,Electric molded case breakers,Desarme magnético do disjuntor (continuação),Breaker tripping magnetically (continued),Corrente de pico alta na transferência do motor com partida y-delta durante a transição aberta,High peak current on y-delta starter transfer during open transition,"Feche o circuito aberto; Observação: se ocorrer um circuito aberto durante a transferência, a corrente de pico durante a transferência pode exceder 20 vezes a corrente nominal; Cuidado: uma configuração de disparo magnético extremamente alta pode ser fornecida no disjuntor, mas a proteção adequada do motor será perdida","Close the open circuit; Note: if an open circuit happens during transfer, the peak current during transfer could exceed 20 times the full-load amperes; Caution: an extremely high magnetic trip setting can be supplied on the breaker, but the desired motor protection will be lost", , 
